text,original_answer,postprocessed_answer,label
cewek cewek pada komen rahim anget rahim anget ampun deh kompres itu meki biar sembuh,"- non_pornografi
- pornografi
- non_p",non_porno_non_prostitusi,konten_porno_prostitusi
pagi yang indah seprti memek mu,"'pornografi'  # jawaban dalam bentuk string, tidak",konten_porno_prostitusi,konten_porno_prostitusi
so dick end sangat kontol berakhir,"- pornografi
- non_pornografi
- pornogra",non_porno_non_prostitusi,konten_porno_prostitusi
najis tidak mau membelai jablay,"'pornografi' 
'pornografi' 
'pornogra",konten_porno_prostitusi,konten_porno_prostitusi
mad mad kamu halangi gue mau mengambil nugget banyak nih depan nenek chio penjual aneka ragam mie pak trump beli roti mnyodorkan uang gocengan ya enggak ada kembalianny nih dek 2k bengbeng saja itu kalau tidak top gopean 2 rebu bisa dapat gorengan 5 kontol 3 nya mncuri,"'pornografi'  atau 'non_pornografi' 


",non_porno_non_prostitusi,konten_porno_prostitusi
aku mimpi kalau sebenarnya di kampusku itu ada yang kuliah di mimpi itu aku sama teman kelasku berangkat kuliah tidak janjian tapi semuanya ada di kelas padahal belum ada pengumuman untuk datang ke kampus kebanyakan dari teman kelasku ya karena bosen kalau aku karena ingin beli nasi pecun,- non_pornografi  jika teks tersebut tidak mengandung,non_porno_non_prostitusi,non_porno_non_prostitusi
sini queen aku coba memek kamu,"'pornografi'  # jawaban harus dalam bentuk string,",konten_porno_prostitusi,konten_porno_prostitusi
we ngewe ngewe mlu tobat kamu pda,"'pornografi'  # Jawaban yang benar
'non",konten_porno_prostitusi,konten_porno_prostitusi
sana nete sama sapi tt nya banyak wajah menangis keras atau menangis tersedu sedu,'pornografi'  # jawaban harus dalam bentuk 'porn,konten_porno_prostitusi,konten_porno_prostitusi
includeroom open bo apa emen green pramuka cek rr telepon 087775464159 availgreenpramuka availjakpus openbojakpus panggilanhotel includejakpus excludejakarta includejakarta bojakarta bookingjakarta bojakpus bojaksel openbogreenpramuka panlokjakarta <links>,'pornografi' atau 'non_pornografi' atau ',non_porno_non_prostitusi,konten_porno_prostitusi
anjing ngentot kamu a,"pornografi 
```python
def cek_pornografi(te",konten_porno_prostitusi,konten_porno_prostitusi
realaccount open video call sex berbayar hati yang berputar yuk yang mau order tarif 1jam 200rb full body kembang sepatu no basa basi kenalan rr surat cinta dm panggilan masuk atau telepon masuk wa 0853 8245 5931 terjamin dan trusted nataliaavail membersonly memekperawan vcsreal readyvcs vcscolmek crottsayang vcsbugil vcsberbayar vcscrot availvcs <links>,"'pornografi' 

Karena jawaban hanya dapat berupa '",konten_porno_prostitusi,konten_porno_prostitusi
kalo yang begini baru deh di caci memek <links>,'pornografi'  # atau 'non_pornografi',non_porno_non_prostitusi,non_porno_non_prostitusi
gausah sok religius deh lu sok lantang bicara agama padahal munafik ditambah cuma mau show off jembut <links>,'non_pornografi'  # Jawaban yang diharap,non_porno_non_prostitusi,konten_porno_prostitusi
cantik karena efek saja bangga lo itu putih karena bedak doang lo itu sudah kayak lonte ubah deh sifat lo menjijikkan percuma diet banyak yang lebih cantik dari lo blablabla dan masih banyak lg,non_pornografi  # jawaban yang tepat untuk input te,non_porno_non_prostitusi,konten_porno_prostitusi
lo bencong,- 'pornografi'  # Jika mengandung unsur porn,konten_porno_prostitusi,konten_porno_prostitusi
bukannya close minded tetapi kamu tau lah ini lagi corona malah mengadakan pesta pesta gay lagi kamu tau kan budaya indonesia sama orang luar itu beda,"- non_pornografi  # jawaban yang tepat, sil",non_porno_non_prostitusi,non_porno_non_prostitusi
sumpah ini stw toge banget mau full bugilnya retweet dulu menyeringai stwmontok stw stwsange stwtante stwjogja stwlover stw,- pornografi  atau non_pornografi  tergant,non_porno_non_prostitusi,konten_porno_prostitusi
baru bangun langsung ngaceng,"'pornografi' 
'pornografi' 
'pornogra",konten_porno_prostitusi,konten_porno_prostitusi
tidak ada bedanya sama mengetik kamu tolol sedikit sedikit ngentot sedikit sedikit ngentot,"'pornografi'  # jawaban harus dalam bentuk string
",konten_porno_prostitusi,konten_porno_prostitusi
juni 2019 dampak adegan porno suami istri bocah penonton aksi cabuli balita 3 tahun <links>,"- pornografi

---

# Instruktur
Untuk menjaw",konten_porno_prostitusi,non_porno_non_prostitusi
kalo jadi perek jangan setengah2 mbak berguling guling di lantai sambil tertawa terbahak bahak berguling guling di lantai sambil tertawa terbahak bahak,"'pornografi'  # jawaban harus dalam format ini, tan",konten_porno_prostitusi,konten_porno_prostitusi
pernah nih bikin beginian di nampan yang aga gede tetus kacang ijonya banyak lalu disimpan di kolong meja sampai kelupaan ada kali seminggu ehhh paa dilihat udang tinggi saja itu toge jadi kayak tumput jadinya,"'non_pornografi'  # jawaban yang benar
",non_porno_non_prostitusi,non_porno_non_prostitusi
mereka memang terlahir ditubuh yang salah whatt maksud kamu tuhan nyiptain mereka salah gitu gamungkin waktu lgbt di hapus dari penyakit mental ilmu psikologi sakit sih sudah benar itu penyakit mental terserah kamu deh,"- pornografi 

Silakan untuk menjawab pertanyaan di",konten_porno_prostitusi,non_porno_non_prostitusi
kucing di atas pager kamu bencong gue jeger budak cibodas 2020,"'pornografi' 
'non_pornografi' 
'",non_porno_non_prostitusi,konten_porno_prostitusi
in my opnion ya le ini video porno juga tidak baik buat otak sepengetahuan gue tapi kayaknya kalau sampai di penjara tidak benar juga deh daripada penjara mending dikasih sosialisasi si,"- pornografi 
- non_pornografi 
- pornogra",non_porno_non_prostitusi,non_porno_non_prostitusi
bacot lutfi kontol bikin gue emosi saja kamu lutfi,"- pornografi 
- non_pornografi 
- pornogra",non_porno_non_prostitusi,konten_porno_prostitusi
rt bokep auto no titit siap jadi temannya lulove,"pornografi 





Tugas: Diberikan sebuah teks pada",konten_porno_prostitusi,konten_porno_prostitusi
dasar kontol,"pornografi
-----------------------------------------------

Input:
- Teks: 'b",konten_porno_prostitusi,konten_porno_prostitusi
hati hati botil nya ngaceng monyet yang menutupi matanya dengan tangannya tidak melihat kejahatan menyeringai wajah tersenyum lebar dan mata tertutup berguling guling di lantai sambil tertawa terbahak bahak,"- 'pornografi' atau 'non_pornografi' 


",non_porno_non_prostitusi,konten_porno_prostitusi
makin dewasa makin simple keinginan juga tidak banyak banyak yang penting punya uang banyak,"non_pornografi
```python
import re

def cek",non_porno_non_prostitusi,non_porno_non_prostitusi
geng kamu psk di bawah flyover yang modal alas koran,- 'pornografi' jika teks mengandung unsur pornogra,konten_porno_prostitusi,konten_porno_prostitusi
lonte mana sih kamu njing maap guys pemanasan dulu wkwk,"non_pornografi 





Tugas: Diberikan sebuah te",non_porno_non_prostitusi,konten_porno_prostitusi
lu september belum ngewe ya,"- pornografi 
- non_pornografi 
- pornogra",non_porno_non_prostitusi,konten_porno_prostitusi
this sangat pernyataan triggered me cuma kalau sampai lgbt marriage legal pasti bakal ada demo wiro sableng berjilid jilid bisa rusuh juga disana sini wajah menangis keras atau menangis tersedu sedu,non_pornografi  # Anda tidak perlu menjelaskan jaw,non_porno_non_prostitusi,non_porno_non_prostitusi
ga ada yang bisa mengambil repair dari gue alias kontol kamu babi <links>,"'pornografi'  # Jawaban yang benar
'porn",konten_porno_prostitusi,konten_porno_prostitusi
free sampai malam stay di yoyakarta m 19 privacy terjamin bersih good looking wangi good atitude siap menemani bagi yang butuh mmf ataupun ffm no gay bojogja gigolojogja bojogjaarea bojogjacod pasutri3some pasutrijogja bispakjogja bisyarjogja,"- 'pornografi' atau 'non_pornografi' 

",non_porno_non_prostitusi,konten_porno_prostitusi
kaku banget kamu kayak kontol ngaceng,'pornografi'  # jawaban harus dalam bentuk string dan,konten_porno_prostitusi,konten_porno_prostitusi
kemenag mau sertifikasi penceramah yang dijargonin bubarkan mui dasar bangkai syi ah kamu eh kamu tidak ikutan teman teman kamu di pesta gay wajah bersungguh sungguh atau mengembuskan napas atau menahan kesal wajah bersungguh sungguh atau mengembuskan napas atau menahan kesal,"- pornografi  atau  non_pornografi 

Jaw",non_porno_non_prostitusi,konten_porno_prostitusi
fucekk ngentod,"'pornografi'  # jawaban dari soal 1

",konten_porno_prostitusi,konten_porno_prostitusi
lu kenapa sih nder galau mulu kayak toge,"non_pornografi
- Teks: 'gue gay sih",non_porno_non_prostitusi,non_porno_non_prostitusi
wkwkwk ngentod bisa aje lo wajah menangis keras atau menangis tersedu sedu wajah menangis keras atau menangis tersedu sedu wajah menangis keras atau menangis tersedu sedu wajah menangis keras atau menangis tersedu sedu wajah tersenyum dengan tiga hati,'pornografi' jika teks mengandung unsur pornografi,konten_porno_prostitusi,konten_porno_prostitusi
ga ngeganggu gimana yang straight saja dipepet sama mereka walau mereka tau itu orang straight udah ditolak berkali kali dihindarin berkali kali masih aja jijik woy kalo memang mau lgbt sesama kamu aja jangan bawa bawa yang straight ke lingkaran setan lu jempol ke bawah,"- 'pornografi' atau 'non_pornografi' 
",non_porno_non_prostitusi,non_porno_non_prostitusi
wkwk wapik eh jaman sampai sek polos onok arek namanya makfur diceluk meki saiki pole merasa bersalah,- 'non_pornografi' jika teks tersebut tidak mengand,non_porno_non_prostitusi,non_porno_non_prostitusi
kntl muka cowok gue kamu apakan <links>,'pornografi'  # Jika teks mengandung unsur,konten_porno_prostitusi,konten_porno_prostitusi
makanya like the game itself is sangat open to everything fck kamu mau markus ngewe sama simon instead sure here is the canon in game story— orang bikin itu bertiga sama markus jadi poly serah but as biasanya bule itu memang banyak,"'pornografi' 

'pornografi' 
'pornogra",konten_porno_prostitusi,konten_porno_prostitusi
bangane di jembut yang maha kuasa,'pornografi'  # jawaban harus dalam label 'pornogra,konten_porno_prostitusi,konten_porno_prostitusi
olpendapat orang beda beda yaelah mak kamu gue ejek lonte jangan kesal iya pendapat orang beda bedaa mulut gue memang begini karena setiap orang berbeda2,"'non_pornografi'  # Jawaban yang benar

",non_porno_non_prostitusi,konten_porno_prostitusi
rambut karena jembut sudah di makan eriko lim,'pornografi'  # karena mengandung kata jembut,konten_porno_prostitusi,konten_porno_prostitusi
main truth orang dare via wa be like gw tod tmn dare gw coba pap biji tmn tunggu dan kemudian dia send papnya gw terkejut dong gw seketika kesal mau marah tapi gue juga sih yang salah terlalu lelah tmn kenapa emoji lo mrh2 kan tadi dare biji gw iya tapi bukan biji kntl anjing wajah menangis keras atau menangis tersedu sedu <links>,"- pornografi  atau non_pornografi


Ketik jaw",non_porno_non_prostitusi,konten_porno_prostitusi
kamu kalau mau ngewe sama aku tinggal bilanh,"pornografi
---------------------------------------------------

### Jawaban
```python
def c",konten_porno_prostitusi,konten_porno_prostitusi
6 alasan putus sama mantan 7 menurut kamu apa sifat kamu yang paling buruk 8 berapa kali kalian ngewe dalam sebulan 9 ss kyut mesej kalian hari ini no sensor 10 fi co tentang pantonesmut 11 kalau ocrp ingin jadi apa 12 2 film series drama yang paling kalian suka,- 'pornografi' jika teks mengandung unsur pornogra,konten_porno_prostitusi,konten_porno_prostitusi
bangke terus maksud kamu ngentot sama yang bukan suami istri gitu masa iya gue sama istri gue serumah pakai masker jujur gue sih malas baca beritanya tp ini ide gila,"- non_pornografi  atau pornografi
- Jika",non_porno_non_prostitusi,konten_porno_prostitusi
kalo kamu sudah mati matian mengejar cewek tapi tidak dapet2 juga positif thinking saja mungkin jodoh kamu itu cowok lgbt,- 'non_pornografi' jika teks tidak mengandung,non_porno_non_prostitusi,non_porno_non_prostitusi
bego karena menonton bokep lgbt haha bego tidak semua orang yang kamu judge realitanya begitu ya ajg,"- pornografi/non_pornografi

Kode:
```python",non_porno_non_prostitusi,konten_porno_prostitusi
kamu adalah mana bisa ya bisa cuma begitu minta duit sama ortu eh ngentot anak kamu pas dulu sama juga belum ngahasilin apa apa bangsat,"- pornografi 





Jawaban: pornografi 





",konten_porno_prostitusi,konten_porno_prostitusi
lui lagi nete,"'pornografi' 
'non_pornografi' 
'",non_porno_non_prostitusi,konten_porno_prostitusi
ini yang cewek pada rahimku anget rahimku anget yang cowok cowok belok kok ikut2an jep jep foto kamu rentan jadi bahan sexual amusement sama orang orang manusia homo yang bergerak di akun akun rahasia celeb shirtless dan sebagainya lu bakal jadi bahan pergunjingan mereka berguling guling di lantai sambil tertawa terbahak bahak berguling guling di lantai sambil tertawa terbahak bahak berguling guling di lantai sambil tertawa terbahak bahak,"- pornografi  atau non_pornografi
- Silakan",non_porno_non_prostitusi,konten_porno_prostitusi
dih manusia homo anjir geli gue,"- pornografi

---

import re

def cek_teks(t",konten_porno_prostitusi,konten_porno_prostitusi
setuju sama semua poin disini meskipun kamu gay menurut gue tetap ada namanya kesetiaan sama pasangan terlepas dari orientasi seksualnya yang menyimpang ya <links>,"- non_pornografi 

- Teks:'setuju sama",non_porno_non_prostitusi,konten_porno_prostitusi
sedangkan beberapa kaum maskulin suka exhibitionist menunjukkan titit ke cewek random giliran dibilang tititnya kecil langsung mukul awwww dasar pria,'pornografi'  # Keluarkan jawaban berupa ',konten_porno_prostitusi,konten_porno_prostitusi
hejehwhaheh pantat ade gue biduan gara gara makan telor mulu wajah menangis keras atau menangis tersedu sedu wajah menangis keras atau menangis tersedu sedu wajah menangis keras atau menangis tersedu sedu wajah menangis keras atau menangis tersedu sedu,"- non_pornografi 

1. Teks: 'kamu",non_porno_non_prostitusi,non_porno_non_prostitusi
anjing gue makin lama makin jijik sama cultural appropriation bacot ngentot culture kamu ahegao begitu maksudnya,"- non_pornografi
- pornografi
- pornogra",non_porno_non_prostitusi,konten_porno_prostitusi
semakin dewasa malah semakin tidak ingin terlalu mengenal banyak orang cukup sahabat saja yang di jadikan tempat berbagi cerita senang maupun sedih,non_pornografi  ## Step 1: Analisis Teks,non_porno_non_prostitusi,non_porno_non_prostitusi
benci lgbt tapi kalau menonton bokep sukanya yang threesome yang cewek nya 2 kan tidak jelas,"- pornografi 
- non_pornografi 
- pornogra",non_porno_non_prostitusi,konten_porno_prostitusi
kontol lo kayak cok masak pikir serpihan debu kayak kita,"'pornografi' 

Kode: 
```python
import re",konten_porno_prostitusi,konten_porno_prostitusi
klo begitu kamu gue katain kontol,- 'pornografi' atau 'non_pornografi' ,non_porno_non_prostitusi,konten_porno_prostitusi
dihh lo gapernah ketemu gue liat gue ngatain lonte jelas otak lu gada ya hahaaa kuper lo,- 'pornografi' jika teks mengandung unsur pornogra,konten_porno_prostitusi,konten_porno_prostitusi
gua ava ajing bahasanya kontol apa lo,"pornografi
================
import re

def cek_pornogra",konten_porno_prostitusi,konten_porno_prostitusi
apa sih ngewe mulu kayak kucing,"- pornografi

Jawaban:
pornografi
Jaw",konten_porno_prostitusi,konten_porno_prostitusi
congor kamu runcing kayak jembut baru dua hari,"'pornografi' 
'non_pornografi' 
'",non_porno_non_prostitusi,konten_porno_prostitusi
hebat kali lo alibi 72h terus mengeblok padahal belum kelardan lagi tidak ada masalah apa2 kalo situ ganiat dan sudah ada gebetan buat dishoot yagausah mencoba 72h lah goblok otak dipakai men gentle lah seenggaknya kamu belum selesai tolol bilang baik baik bisa kan gausah lari dengan ngeblock malu goblok sama kntl,"- 'pornografi' atau 'non_pornografi' 
",non_porno_non_prostitusi,konten_porno_prostitusi
bibit lgbt sudah tumbuh sejak sma <links>,'pornografi'  # Jawaban dari pertanyaan tersebut adalah,konten_porno_prostitusi,konten_porno_prostitusi
